subset,condition,n,positive,negative,roc_auc_mean,roc_auc_std,ap_mean,ap_std,f1_val_threshold_mean,f1_val_threshold_std,p_at_5pct_mean,p_at_5pct_std,r_at_10fpr_mean,r_at_10fpr_std
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M11,8422,7,8415,0.8211136575842458,0.0242876531301629,0.0030001020870330268,0.00024734211581097713,0.0,0.0,0.002369668246445498,0.0,0.3714285714285714,0.07824607964359516
positive_no_detected_earlier_doc_vs_all_negatives,asof__RandomForest__M5,8422,7,8415,0.7928376198964434,0.019202184556048153,0.0035315615039531465,0.0002948805641543282,0.0,0.0,0.003317535545023697,0.0012979207523819104,0.5142857142857142,0.12777531299998798
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__GCN__M11,8422,7,8415,0.6551837704778881,0.11719100143547656,0.0023085671763981687,0.0010411593513591116,0.003999045573848723,0.005678073612130093,0.0014218009478672987,0.0012979207523819102,0.2,0.07824607964359515
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__MLP__M11,8422,7,8415,0.6566301672184025,0.016037253006495993,0.0014390122616999052,0.000138161773952161,0.0,0.0,0.0,0.0,0.08571428571428572,0.07824607964359515
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__RandomForest__M11,8422,7,8415,0.5611289364230541,0.054519518881718285,0.0010620384172911781,0.00012960159620007994,0.0,0.0,0.0,0.0,0.0,0.0
positive_no_detected_earlier_doc_vs_all_negatives,fixed1095__SAGE__M11,8422,7,8415,0.5342500636618284,0.06806135451717994,0.0010563241378724168,0.00023515603301736023,0.0,0.0,0.0,0.0,0.02857142857142857,0.06388765649999399
positive_no_detected_earlier_doc_vs_all_negatives,primary__GCN__M11,8422,7,8415,0.7259519565401918,0.03922900320702547,0.0033277309466456435,0.0006730352583271893,0.009106115516430943,0.0023215248337017922,0.0028436018957345975,0.0010597478566349715,0.3142857142857143,0.11952286093343935
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M11,8422,7,8415,0.6737526525761821,0.01746794613484484,0.0014434655226067516,9.795422081950545e-05,0.0,0.0,0.0,0.0,0.08571428571428572,0.07824607964359515
positive_no_detected_earlier_doc_vs_all_negatives,primary__MLP__M5,8422,7,8415,0.6553535353535354,0.03504006376537369,0.0014132646293645728,0.00013705748606107718,0.0005617977528089887,0.0012562179648875223,0.0,0.0,0.11428571428571428,0.06388765649999399
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M11,8422,7,8415,0.7314251761310585,0.021995707329069098,0.0017098958363263798,0.00018920871346652095,0.0,0.0,0.0,0.0,0.05714285714285714,0.07824607964359515
positive_no_detected_earlier_doc_vs_all_negatives,primary__RandomForest__M5,8422,7,8415,0.6934691452338511,0.022419094618629325,0.001603104458197761,0.00011387586056893525,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
positive_no_detected_earlier_doc_vs_all_negatives,primary__SAGE__M11,8422,7,8415,0.6699261522790935,0.0544117017665164,0.0016291665005520504,0.00031092674871469153,0.0,0.0,0.00047393364928909954,0.0010597478566349715,0.14285714285714285,0.0
source_screen_no_detected_exposure_or_absence,asof__MLP__M11,7757,6,7751,0.8146432718358921,0.03184879555065226,0.004504343500235345,0.0006962221117833398,0.0015810276679841897,0.003535285339920616,0.005154639175257732,0.0,0.5,0.11785113019775792
source_screen_no_detected_exposure_or_absence,asof__MLP__M5,7757,6,7751,0.6538296133832194,0.036721341713110756,0.0017794373286582669,0.00030306077201195855,0.001176470588235294,0.0026306682088232817,0.0015463917525773197,0.0014116560760442426,0.3,0.07453559924999298
source_screen_no_detected_exposure_or_absence,asof__RandomForest__M11,7757,6,7751,0.8831505612179074,0.005574083473068625,0.004096662260994882,0.0005363169515787757,0.0,0.0,0.003608247422680412,0.0014116560760442426,0.4333333333333333,0.14907119849998599
source_screen_no_detected_exposure_or_absence,asof__RandomForest__M5,7757,6,7751,0.7302369586719993,0.04556246914692911,0.002103889099394573,0.00017136374000133344,0.0,0.0,0.0,0.0,0.26666666666666666,0.09128709291752768
source_screen_no_detected_exposure_or_absence,fixed1095__GCN__M11,7757,6,7751,0.8192749322668043,0.05174434459900875,0.003968976585459158,0.001132586849888434,0.0,0.0,0.004123711340206186,0.002305224719071948,0.36666666666666664,0.2173067468400883
source_screen_no_detected_exposure_or_absence,fixed1095__MLP__M11,7757,6,7751,0.7972089622844364,0.030197137345508253,0.004113412345867059,0.00044590768771366086,0.0,0.0,0.004123711340206186,0.0014116560760442426,0.5666666666666667,0.09128709291752765
source_screen_no_detected_exposure_or_absence,fixed1095__RandomForest__M11,7757,6,7751,0.7656130391777405,0.0426116207578809,0.0043007986184668305,0.00023905672400347365,0.0,0.0,0.005154639175257732,0.0,0.4666666666666667,0.074535599249993
source_screen_no_detected_exposure_or_absence,fixed1095__SAGE__M11,7757,6,7751,0.7380639057325936,0.023934885973699416,0.004520972926076847,0.0011869448176758343,0.0034482758620689655,0.007710579232757895,0.005154639175257732,0.0018224401576972876,0.5333333333333333,0.07453559924999296
source_screen_no_detected_exposure_or_absence,primary__GCN__M11,7757,6,7751,0.8628994108287102,0.026486702073158497,0.004105904068246934,0.0009408966990472382,0.0,0.0,0.002577319587628866,0.002577319587628866,0.5333333333333333,0.13944333775567921
source_screen_no_detected_exposure_or_absence,primary__MLP__M11,7757,6,7751,0.8130649808626844,0.02330972092009126,0.004090722558860451,0.0007061949777662596,0.001951219512195122,0.004363059468292273,0.004639175257731959,0.0011526123595359738,0.4666666666666666,0.1394433377556793
source_screen_no_detected_exposure_or_absence,primary__MLP__M5,7757,6,7751,0.6594933987012428,0.03806579004852194,0.0017391494914607646,0.0002692133857281865,0.002035669248784003,0.00280215133169155,0.0010309278350515464,0.0014116560760442426,0.3,0.07453559924999298
source_screen_no_detected_exposure_or_absence,primary__RandomForest__M11,7757,6,7751,0.8591601083731131,0.016937701953056935,0.003608078227165935,0.00022677270109452928,0.0,0.0,0.003092783505154639,0.001152612359535974,0.3333333333333333,0.1178511301977579
source_screen_no_detected_exposure_or_absence,primary__RandomForest__M5,7757,6,7751,0.7083967660086871,0.019312687838964785,0.0018456113449436175,0.00021296779689096294,0.0,0.0,0.0,0.0,0.3,0.07453559924999298
source_screen_no_detected_exposure_or_absence,primary__SAGE__M11,7757,6,7751,0.8203543628779082,0.040621040246314806,0.004442858380870572,0.0008722329765463603,0.0029629629629629632,0.006625386599999378,0.005154639175257732,0.0018224401576972873,0.5666666666666667,0.09128709291752764
source_screen_plus_complete_fin_binding,asof__MLP__M11,7280,5,7275,0.854312027491409,0.04248348123693765,0.0055530596206114545,0.0009509653036920973,0.0017699115044247787,0.003957642438052725,0.005494505494505495,0.0,0.6,0.14142135623730953
source_screen_plus_complete_fin_binding,asof__MLP__M5,7280,5,7275,0.6984247422680412,0.0406737852592078,0.0020098525329822715,0.0003813049274085877,0.0012987012987012987,0.0029039843863633637,0.0016483516483516484,0.0015047323008383685,0.36,0.08944271909999159
source_screen_plus_complete_fin_binding,asof__RandomForest__M11,7280,5,7275,0.9000742268041237,0.008044752660602509,0.0048562447900234165,0.000672513069974717,0.0,0.0,0.004395604395604396,0.0015047323008383685,0.52,0.1095445115010332
source_screen_plus_complete_fin_binding,asof__RandomForest__M5,7280,5,7275,0.716560824742268,0.06033750557838463,0.001948355431785728,0.00026357020130522,0.0,0.0,0.002197802197802198,0.0012286087788460384,0.28,0.10954451150103324
source_screen_plus_complete_fin_binding,fixed1095__GCN__M11,7280,5,7275,0.8458501718213058,0.06033809522912836,0.004422852979508668,0.0015566652155003077,0.0,0.0,0.004395604395604396,0.002457217557692077,0.44000000000000006,0.260768096208106
source_screen_plus_complete_fin_binding,fixed1095__MLP__M11,7280,5,7275,0.8378446735395189,0.037131270230968134,0.005021401970811716,0.00054211220296319,0.0,0.0,0.004395604395604396,0.0015047323008383685,0.6799999999999999,0.10954451150103327
source_screen_plus_complete_fin_binding,fixed1095__RandomForest__M11,7280,5,7275,0.8345676975945018,0.05175995840082377,0.0058176964290354545,0.0003633839865014302,0.0,0.0,0.006043956043956045,0.0012286087788460382,0.5599999999999999,0.08944271909999156
source_screen_plus_complete_fin_binding,fixed1095__SAGE__M11,7280,5,7275,0.8456137457044675,0.03199838448467482,0.0058030541418402975,0.0016872068740570608,0.004,0.00894427190999916,0.006043956043956045,0.002298516556412295,0.64,0.0894427190999916
source_screen_plus_complete_fin_binding,primary__GCN__M11,7280,5,7275,0.8826721649484537,0.03440397650034643,0.0043110922304615985,0.0013274606319154942,0.0,0.0,0.0027472527472527475,0.0027472527472527475,0.5599999999999999,0.08944271909999156
source_screen_plus_complete_fin_binding,primary__MLP__M11,7280,5,7275,0.8573910652920962,0.030910899372285253,0.004981365427443098,0.0009423126658717537,0.002209944751381215,0.00494158669060727,0.005494505494505495,0.0,0.5599999999999999,0.1673320053068151
source_screen_plus_complete_fin_binding,primary__MLP__M5,7280,5,7275,0.7084536082474228,0.044256809672045226,0.001956160308993424,0.0003317291581259456,0.002193524237319858,0.003014113669117036,0.0016483516483516484,0.0015047323008383685,0.36,0.08944271909999159
source_screen_plus_complete_fin_binding,primary__RandomForest__M11,7280,5,7275,0.8823285223367698,0.01406859455647953,0.004231349260497631,0.0002796455588337421,0.0,0.0,0.0032967032967032967,0.0012286087788460384,0.44000000000000006,0.08944271909999157
source_screen_plus_complete_fin_binding,primary__RandomForest__M5,7280,5,7275,0.7082226804123711,0.020586034832555323,0.0019205092933294132,0.0002764607571816047,0.0,0.0,0.0,0.0,0.36,0.0894427190999916
source_screen_plus_complete_fin_binding,primary__SAGE__M11,7280,5,7275,0.864951202749141,0.02889359896126759,0.005296737063856883,0.00150923463503772,0.003389830508474576,0.0075798914491518295,0.005494505494505495,0.00194260104721579,0.64,0.0894427190999916
